paper_id,title,year,paper_type,venue,authors,doi,arxiv,url,status,datasets,public_datasets,manufacturing_dataset_candidates,methods,tasks,domains,metrics,synthesis_candidate,candidate_match_location,synthesis_families,source_note
doi:10.1109/access.2023.3326843,Unveiling Patterns: A Study on Semi-Supervised Classification of Strip Surface Defects,2023,research,IEEE Access,Yongfei Liu | Haoyu Yang | Chenwei Wu,10.1109/access.2023.3326843,,https://doi.org/10.1109/access.2023.3326843,processed,NEU-CLS,Northeastern University (NEU) surface defect database,Northeastern University (NEU) surface defect database,Semi-supervised learning | Image synthesis model | Double uncertainty weighting technique | DCGAN | Data augmentation,Defect classification | Metallic surface defect detection,Metal inspection,Accuracy,yes,structured metadata,other generative synthesis,Papers/Research/2023 - Unveiling Patterns A Study on Semi-Supervised Classification of Strip Surface Defects.md
doi:10.1049/cit2.12126,Wafer Map Defect Patterns Classification Based on a Lightweight Network and Data Augmentation,2023,research,CAAI Transactions on Intelligence Technology,Naigong Yu | Huaisheng Chen | Qiao Xu | Mohammad Mehedi Hasan | Ouattara Sie,10.1049/cit2.12126,,,processed,WM-811K | MixedWM38,MixedWM38 | WM-811K,MixedWM38 | WM-811K,WM-PeleeNet | Autoencoder-decoder data augmentation | Convolutional Block Attention Module | Data augmentation,Wafer map defect classification,Semiconductor and electronics,Accuracy | Precision | Recall | F1-score | Parameter count | GFLOPs | Inference time,yes,note body,GAN-based generation | simulation,Papers/Research/2023 - Wafer Map Defect Patterns Classification Based on a Lightweight Network and Data Augmentation.md
sha256:ab328d0924612db039b469ee2a6ebc7275465f7c9976a3d73923dc5655de4bbd,A Comprehensive Augmentation Framework for Anomaly Detection,2024,research,AAAI 2024,Jiang Lin | Yaping Yan,,,,processed,MVTec AD,MVTec AD,MVTec AD,Data augmentation | Defect synthesis | Synthetic data generation,Industrial anomaly detection | Defect segmentation,Multi-industry anomaly detection,AU-ROC | AU-PR,yes,structured metadata,simulation,Papers/Research/2024 - A Comprehensive Augmentation Framework for Anomaly Detection.md
doi:10.1109/access.2024.3425166,A Comprehensive Review of Convolutional Neural Networks for Defect Detection in Industrial Applications,2024,review,IEEE Access,Khanam,10.1109/access.2024.3425166,2024.34251,,processed,,,,Deep convolutional neural network,Surface defect detection,Industrial visual inspection,,no,note body,,Papers/Review/2024 - A Comprehensive Review of Convolutional Neural Networks for Defect Detection in Industrial Applications.md
doi:10.1038/s41597-024-03656-8,A Dataset for Deep Learning Based Detection of Printed Circuit Board Surface Defect,2024,dataset,Scientific Data,Shengping Lv | Kaibin Zhang | Bin Ouyang | Zhihua Deng | Tairan Liang | Shixin Jiang | Jianyu Chen | Zhuohui Li,10.1038/s41597-024-03656-8,,https://doi.org/10.1038/s41597-024-03656-8,processed,DsPCBSD+,DsPCBSD+,DsPCBSD+,Deep convolutional neural network | Co-DETR | YOLOv6-L6,PCB defect detection | Object detection,Semiconductor and electronics,mAP | mAP@0.50 | mAP@0.75 | mAP@0.50-0.95 | Average precision | Precision | Recall | F1-score,yes,note body,other generative synthesis,Papers/Dataset/2024 - A Dataset for Deep Learning Based Detection of Printed Circuit Board Surface Defect.md
sha256:796caba20b23ed4f2d9a60134a075e87c742cbaffc0592f84fb2966a6a977073,A Diffusion-Based Framework for Multi-Class Anomaly Detection,2024,research,AAAI 2024,Haoyang He | Jiangning Zhang | Hongxu Chen | Xuhai Chen | Zhishan Li | Xu Chen | Yabiao Wang | Chengjie Wang | Lei Xie,10.1609/aaai.v38i8.28690,,https://doi.org/10.1609/aaai.v38i8.28690,processed,MVTec AD | VisA,MVTec AD | VisA,MVTec AD | VisA,DiAD | Diffusion models | Unsupervised anomaly detection | ResNet50,Industrial anomaly detection | Defect segmentation,Multi-industry anomaly detection,AU-ROC | Average precision | F1-score | AU-PRO,yes,structured metadata,diffusion-based generation,Papers/Research/2024 - A Diffusion-Based Framework for Multi-Class Anomaly Detection.md
sha256:0f55657846757fd4057351ab1990c8c61157c83e40c2554b3b876084db89228e,A New ViT-Based Augmentation Framework for Wafer Map Defect Classification to Enhance the Resilience of Semiconductor Supply Chains,2024,research,International Journal of Production Economics,Shu-Kai S. Fan | Shang-Hao Chiu,10.1016/j.ijpe.2024.109275,,https://doi.org/10.1016/j.ijpe.2024.109275,processed,WM-811K,WM-811K,WM-811K,ViT-based wafer map augmentation | Vision Transformer | Data augmentation | CycleGAN,Wafer map defect classification | Defect classification,Semiconductor and electronics,Accuracy | Recall,yes,note body,other generative synthesis,Papers/Research/2024 - A New ViT-Based Augmentation Framework for Wafer Map Defect Classification.md
sha256:a70b9c18d4e2d72ce127d13a58a1e0fd54443ab290d220fb4e4718579cd22254,A Novel Dataset for Fabric Defect Detection: Bridging Gaps in Anomaly Detection,2024,dataset,Applied Sciences,Rui Carrilho | Kailash A. Hambarde | Hugo Proenca,10.3390/app14125298,,https://doi.org/10.3390/app14125298,processed,Lusitano,Lusitano,Lusitano,RD4AD | DBFAD,Textile defect detection | Industrial anomaly detection,Textile and fiber inspection,AU-ROC | mAP,yes,note body,other generative synthesis,Papers/Dataset/2024 - A Novel Dataset for Fabric Defect Detection Bridging Gaps in Anomaly Detection.md
doi:10.1007/s00521-021-06397-6,A Systematic Review of Deep Learning Approaches for Surface Defect Detection in Industrial Applications,2024,review,Neural Computing and Applications,Ameri | Hammad Mian | Bennamoun | Saddik,10.1007/s00521-021-06397-6,,,processed,,,,Deep convolutional neural network,Surface defect detection,Industrial visual inspection,,no,note body,,Papers/Review/2024 - A Systematic Review of Deep Learning Approaches for Surface Defect Detection in Industrial Applications.md
arxiv:2407.09359,A Unified Anomaly Synthesis Strategy with Gradient Ascent for Industrial Anomaly Detection and Localization,2024,research,arXiv,Qiyu Chen | Huiyuan Luo | Chengkan Lv | Zhengtao Zhang,,2407.09359,https://arxiv.org/abs/2407.09359,processed,MVTec AD | VisA | MPDD | Woven fabric defect dataset,MPDD | MVTec AD | VisA,MPDD | MVTec AD | VisA,GLASS | Synthetic data generation | Data augmentation | WideResNet50 | Adam,Industrial anomaly detection | Defect segmentation,Multi-industry anomaly detection | Textile and fiber inspection,AU-ROC | AU-PRO,yes,structured metadata,other generative synthesis,Papers/Research/2024 - A Unified Anomaly Synthesis Strategy with Gradient Ascent for Industrial Anomaly Detection and Localization.md
sha256:1d5ef170337099eff96c54785c1c7d05de186a4b376da538ae6c4545fde2606e,An improved hybrid solar cell defect detection approach using Generative Adversarial Networks and weighted classification,2024,research,Expert Systems With Applications,Mustafa Yusuf Demirci | Nurettin Besli | Abdulkadir Gumuscu,10.1016/j.eswa.2024.124230,,https://doi.org/10.1016/j.eswa.2024.124230,processed,ELPV Dataset | Demirci custom EL dataset,ELPV Dataset,ELPV Dataset,WGAN-GP solar cell augmentation | GAN | Data augmentation | VGG-16,Solar cell defect detection | Defect classification,Solar cells and photovoltaic,Accuracy | Precision | Recall | F1-score,yes,structured metadata,GAN-based generation,Papers/Research/2024 - Improved Hybrid Solar Cell Defect Detection Using GANs and Weighted Classification.md
arxiv:2312.05767,AnomalyDiffusion: Few-Shot Anomaly Image Generation with Diffusion Model,2024,research,arXiv,Teng Hu | Jiangning Zhang | Ran Yi | Yuzhen Du | Xu Chen | Liang Liu | Yabiao Wang | Chengjie Wang,,2312.05767,https://arxiv.org/abs/2312.05767,processed,MVTec AD,MVTec AD,MVTec AD,AnomalyDiffusion | Diffusion models | Few-shot zero-shot learning | Synthetic data generation | Data augmentation,Industrial anomaly detection | Defect segmentation | Defect classification,Multi-industry anomaly detection,AU-ROC | Average precision | F1-score | Accuracy,yes,structured metadata,diffusion-based generation,Papers/Research/2024 - AnomalyDiffusion Few-Shot Anomaly Image Generation with Diffusion Model.md
arxiv:2404.19444,AnomalyXFusion: Multi-modal Anomaly Synthesis with Diffusion,2024,research,arXiv,Jie Hu | Yawen Huang | Yilin Lu | Guoyang Xie | Guannan Jiang | Yefeng Zheng | Zhichao Lu,,2404.19444,https://github.com/hujiecpp/MVTec-Caption,processed,MVTec AD | MVTec LOCO AD | MVTec Caption,MVTec AD | MVTec Caption | MVTec LOCO AD,MVTec AD | MVTec Caption | MVTec LOCO AD,AnomalyXFusion | Diffusion models | Synthetic data generation | Data augmentation,Industrial anomaly detection | Defect segmentation,Multi-industry anomaly detection,Inception Score | LPIPS | AU-ROC | Average precision | F1-score | Accuracy,yes,structured metadata,diffusion-based generation,Papers/Research/2024 - AnomalyXFusion Multi-modal Anomaly Synthesis with Diffusion.md
doi:10.1038/s41597-024-02914-z)/producer(itext,Benchmark for Welding Gun Fault Prediction with Multivariate Time Series Data,2024,dataset,Scientific Data,Xiaoye Wang | Changsheng Zhang | Tao Wang,10.1038/s41597-024-02914-z,,https://doi.org/10.1038/s41597-024-02914-z,processed,RSW gun fault prediction benchmark dataset,RSW gun fault prediction benchmark dataset,RSW gun fault prediction benchmark dataset,Classical ML | Neural Networks | Transformers,Welding gun fault prediction,Automotive manufacturing,Mean Absolute Error | Mean Absolute Percentage Error | Mean Absolute Ranged Relative Error | Mean Squared Error | Accuracy | Recall,no,none,,Papers/Dataset/2024 - Benchmark for Welding Gun Fault Prediction with Multivariate Time Series Data.md
doi:10.1109/icassp48485.2024.10447663,CAGEN: Controllable Anomaly Generator Using Diffusion Model,2024,research,ICASSP 2024,Bolin Jiang | Yuqiu Xie | Jiawei Li | Naiqi Li | Yong Jiang | Shu-Tao Xia,10.1109/icassp48485.2024.10447663,,https://doi.org/10.1109/ICASSP48485.2024.10447663,processed,MVTec AD | BTAD,BTAD | MVTec AD,BTAD | MVTec AD,CAGen | Diffusion models | Synthetic data generation | ControlNet,Industrial anomaly detection | Defect segmentation,Multi-industry anomaly detection,AU-ROC | Average precision,yes,structured metadata,diffusion-based generation,Papers/Research/2024 - CAGEN Controllable Anomaly Generator Using Diffusion Model.md
doi:10.1109/wacv57701.2024.00216,Cheating Depth: Enhancing 3D Surface Anomaly Detection via Depth Simulation,2024,research,WACV 2024,Vitjan Zavrtanik | Matej Kristan | Danijel Skocaj,10.1109/WACV57701.2024.00216,,https://doi.org/10.1109/WACV57701.2024.00216,processed,MVTec3D | Eyecandies,MVTec3D,MVTec3D,3DSR | Depth simulation | Unsupervised anomaly detection | Simulation-based data augmentation,Industrial anomaly detection | Defect segmentation,Multi-industry anomaly detection,AU-ROC | AU-PRO | FPS,yes,structured metadata,simulation,Papers/Research/2024 - Cheating Depth Enhancing 3D Surface Anomaly Detection via Depth Simulation.md
doi:10.1007/s00521-024-10179-1,Conditional image-to-image translation generative adversarial network (cGAN) for fabric defect data augmentation,2024,research,Neural Computing and Applications,Swash Sami Mohammed | Hulya Gokalp Clarke,10.1007/s00521-024-10179-1,,https://doi.org/10.1007/s00521-024-10179-1,processed,AITEX,AITEX,AITEX,Image-to-image cGAN fabric defect augmentation | GAN | U-Net | Data augmentation | Synthetic data generation,Textile defect detection | Defect segmentation,Textile and fiber inspection,Accuracy | Recall | Precision | F1-score,yes,structured metadata,GAN-based generation,Papers/Research/2024 - Conditional image-to-image translation generative adversarial network cGAN for fabric defect data augmentation.md
sha256:b06c2180545caeb4f14d5b111a68a06701f2c365a97322822765a9461682487d,Context-Enhanced Network with Spatial-Aware Graph for Smartphone Screen Defect Detection,2024,research,Sensors,Aili Liang | Qishan Wang | Xiaofeng Wu,10.3390/s24113430,,https://doi.org/10.3390/s24113430,processed,SSGD | DeepPCB,DeepPCB | SSGD,DeepPCB | SSGD,CE-SGNet | Adaptive Receptive Field Attention Module | Spatial-aware Graph Reasoning Module | Faster R-CNN,Smartphone screen glass defect detection | Object detection,Glass inspection | Semiconductor and electronics,Average precision | mAP@0.50 | mAP@0.75 | GFLOPs | FPS,no,none,,Papers/Research/2024 - Context-Enhanced Network with Spatial-Aware Graph for Smartphone Screen Defect Detection.md
doi:10.1007/s11633-023-1459-z,Deep Industrial Image Anomaly Detection: A Survey,2024,review,Machine Intelligence Research,Jiaqi Liu | Guoyang Xie | Jinbao Wang | Shangnian Li | Chengjie Wang | Feng Zheng | Yaochu Jin,10.1007/s11633-023-1459-z,,https://doi.org/10.1007/s11633-023-1459-z,processed,AITEX | DAGM2007 | MVTec AD,AITEX | DAGM2007 | MVTec AD,AITEX | DAGM2007 | MVTec AD,Synthetic data generation | Data augmentation | GAN,Industrial anomaly detection,Multi-industry anomaly detection,AU-ROC | AU-PR | F1-score,yes,structured metadata,GAN-based generation,Papers/Review/2024 - Deep Industrial Image Anomaly Detection A Survey.md
sha256:d7a56694798d4b80a791b0b2cf1cb5cb69597987614fb938d31958a9cf0b89c5,Deep Learning for Solar Panels Defect Classification Using Data Augmentation Strategies,2024,research,Learning and Nonlinear Models,Marcos Vinicius Franca Nunes | Andre Luiz Carvalho Ottoni,,,,processed,combined Kaggle solar panel image datasets,,,Data augmentation,Solar panel classification | Defect classification,Solar cells and photovoltaic,Accuracy | Precision | Recall | F1-score,no,note body,,Papers/Research/2024 - Deep Learning for Solar Panels Defect Classification Using Data Augmentation Strategies.md
doi:10.1007/s00371-023-03225-x,Defect detection in automotive glass based on modified YOLOv5 with multi-scale feature fusion and dual lightweight strategy,2024,research,The Visual Computer,Zhe Chen | Shihao Huang | Hui Lv | Zhixue Luo | Jinhao Liu,10.1007/s00371-023-03225-x,,https://doi.org/10.1007/s00371-023-03225-x,processed,AuGD,,,YOLOv5 | MobileNet | Ghost module | Multi-scale feature fusion | Pseudo-labeling,Diverse glass surface defect detection,,mAP@0.50 | Precision | Recall | GFLOPs,no,none,,Papers/Research/2024 - Defect Detection in Automotive Glass Based on Modified YOLOv5.md
sha256:ebeddf097d0c218a1d0d57c90e3c371791d4526a00bb11a31ca7c195bd46c037,Defect detection in textile manufacturing: Improving findings using YOLOv5 versions,2024,research,,Rodolfo Seidel | Claudio Alberto Waiandt | Hilario Seibel Junior,,,,processed,AITEX,AITEX,AITEX,YOLOv5 | Data augmentation,Textile defect detection | Object detection,Textile and fiber inspection,mAP@0.50-0.95 | mAP@0.50 | Precision | Recall | F1-score,yes,note body,rule-based insertion,Papers/Research/2024 - Defect detection in textile manufacturing Improving findings using YOLOv5 versions.md
arxiv:2310.17316,Defect Spectrum: A Granular Look of Large-Scale Defect Datasets with Rich Semantics,2024,benchmark,arXiv,Shuai Yang | Zhifei Chen | Pengguang Chen | Xi Fang | Yixun Liang | Shu Liu | Yingcong Chen,,2310.17316,https://envision-research.github.io/Defect_Spectrum/,processed,Defect Spectrum | MVTec AD | DAGM2007,DAGM2007 | Defect Spectrum | MVTec AD,DAGM2007 | Defect Spectrum | MVTec AD,Semantic defect annotation | Defect-Gen | Data augmentation,Industrial anomaly detection | Defect segmentation | Defect classification,Multi-industry anomaly detection,mIoU | Recall | FID | LPIPS,yes,structured metadata,other generative synthesis,Papers/Benchmark/2024 - Defect Spectrum A Granular Look of Large-Scale Defect Datasets with Rich Semantics.md
sha256:42ee3d267166f3013d302993ef409f584cf0d8ff609668d48a56d90c22eb666f,Detecting Visual Anomalies in an Industrial Environment: Unsupervised Methods Put to the Test on the AutoVI Dataset,2024,benchmark,Computers in Industry,Philippe Carvalho | Meriem Lafou | Alexandre Durupt | Antoine Leblanc | Yves Grandvalet,10.1016/j.compind.2024.104151,,https://doi.org/10.1016/j.compind.2024.104151,processed,AutoVI,AutoVI,AutoVI,Unsupervised anomaly detection | Unsupervised learning | Patch-based anomaly detection,Industrial anomaly detection | Surface defect detection,Automotive manufacturing,AU-ROC | Average precision | Area Under Saturated Per-Region Overlap,yes,note body,other generative synthesis,Papers/Benchmark/2024 - Detecting Visual Anomalies in an Industrial Environment Unsupervised Methods Put to the Test on the AutoVI Dataset.md
sha256:f2669f120eb2adc4368696ce7cf804db55c739797a8c688b8ae945e04bffac42,DiffDD: A Surface Defect Detection Framework with Diffusion Probabilistic Model,2024,research,Advanced Engineering Informatics,Xin Zhou | Yongchao Zhang | Zhaohui Ren | Tianchuan Mi | Ke Feng | Shihua Zhou | Zeyu Jiang,10.1016/j.aei.2024.102637,,https://doi.org/10.1016/j.aei.2024.102637,processed,NEU-SEG | Magnetic Tile Defects | KolektorSDD2 | DAGM2007,DAGM2007 | KolektorSDD2 | Magnetic Tile Defects | NEU-SEG,DAGM2007 | KolektorSDD2 | Magnetic Tile Defects | NEU-SEG,DiffDD | Diffusion models,Surface defect detection | Defect segmentation | Defect classification,Multi-industry anomaly detection,F1-score | mAP | AU-ROC | IoU | Recall,yes,structured metadata,diffusion-based generation,Papers/Research/2024 - DiffDD A Surface Defect Detection Framework with Diffusion Probabilistic Model.md
sha256:d679f1fb776c738a80641d578aa97bf43a6e89fa6d9aa1d256ab8be12720091f,Dual-Modal Illumination System for Defect Detection of Aircraft Glass Canopies,2024,research,Sensors,Zijian Li | Yong Yao | Runyuan Wen | Qiyang Liu,10.3390/s24206717,,https://doi.org/10.3390/s24206717,processed,AGDD,AGDD,AGDD,Dual-modal illumination for transparent material inspection | ADMF-Net | RGB Channel Fusion | YOLOv8,Aircraft glass canopy defect detection | Object detection,Glass inspection,mAP@0.50 | mAP | Precision | Recall,no,none,,Papers/Research/2024 - Dual-Modal Illumination System for Defect Detection of Aircraft Glass Canopies.md
doi:10.1038/s41598-024-72579-6,Efficient and accurate semi-supervised semantic segmentation for industrial surface defects,2024,research,Scientific Reports,Chenbo Shi | Kang Wang | Guodong Zhang | Zelong Li | Changsheng Zhu,10.1038/s41598-024-72579-6,,https://doi.org/10.1038/s41598-024-72579-6,processed,KolektorSDD | Steel dataset,KolektorSDD,KolektorSDD,two-branch perturbation cross pseudo-supervision | Pseudo-labeling | Data augmentation,Defect segmentation,Metal inspection,mIoU | F1-score | pixel accuracy | FPS,yes,note body,other generative synthesis,Papers/Research/2024 - Efficient and Accurate Semi-Supervised Semantic Segmentation for Industrial Surface Defects.md
doi:10.1038/s41598-024-75772-9,Enhanced Photovoltaic Panel Defect Detection via Adaptive Complementary Fusion in YOLO-ACF,2024,research,Scientific Reports,Wenwen Pan | Xiaofei Sun | Yilun Wang | Yang Cao | Yizheng Lang | Yunsheng Qian,10.1038/s41598-024-75772-9,,https://doi.org/10.1038/s41598-024-75772-9,processed,PVEL-AD,PVEL-AD,PVEL-AD,YOLO-ACF | YOLOv5,Solar cell defect detection | Surface defect detection,Solar cells and photovoltaic,Precision | Recall | Average precision | mAP | FPS,no,none,,Papers/Research/2024 - Enhanced Photovoltaic Panel Defect Detection via Adaptive Complementary Fusion in YOLO-ACF.md
doi:10.17632/6574nhzm8x.1,FabricSpotDefect: An annotated dataset for identifying spot defects in different fabric types,2024,dataset,Data in Brief,Farzana Islam | Sumaya | Md Fahad Monir | Ashraful Islam,10.1016/j.dib.2024.111165,,https://doi.org/10.1016/j.dib.2024.111165,processed,FabricSpotDefect,FabricSpotDefect,FabricSpotDefect,Data augmentation,Textile defect detection | Defect segmentation,Textile and fiber inspection,,yes,note body,simulation,Papers/Dataset/2024 - FabricSpotDefect An Annotated Dataset for Identifying Spot Defects in Different Fabric Types.md
doi:10.1038/s41598-024-83430-3,Feature optimization-guided high-precision and real-time metal surface defect detection network,2024,research,Scientific Reports,Sixian Chan | Suqiang Li | Hongkai Zhang | Xiaolong Zhou | Jiafa Mao | Feng Hong,10.1038/s41598-024-83430-3,,https://doi.org/10.1038/s41598-024-83430-3,processed,NEU-DET | GC10-DET | APDDD,APDDD | GC10-DET | NEU-DET,APDDD | GC10-DET | NEU-DET,multi-layer feature alignment | dual-branch feature reorganization,Object detection | Metallic surface defect detection,Metal inspection,mAP | FPS,yes,note body,other generative synthesis,Papers/Research/2024 - Feature Optimization-Guided High-Precision and Real-Time Metal Surface Defect Detection Network.md
doi:10.1109/access.2024.3406438,FEGAN: A Feature Extraction Based Approach For GAN Anomaly Detection And Localization,2024,research,IEEE Access,Fu-You Fan | Lin Zhang | Yang Dai,10.1109/access.2024.3406438,,https://doi.org/10.1109/access.2024.3406438,processed,MVTec AD | Bottle-Cap Dataset,Bottle-Cap Dataset | MVTec AD,Bottle-Cap Dataset | MVTec AD,FEGAN | GAN | Feature extraction,Industrial anomaly detection | Defect segmentation,Multi-industry anomaly detection,AU-ROC | IoU,yes,structured metadata,GAN-based generation,Papers/Research/2024 - FEGAN A Feature Extraction Based Approach for GAN Anomaly Detection and Localization.md
sha256:783f4ef49bd0a25bcc1b8f1a20fbe0a93f0a00852f845ede9a0a4dde48da9458,Glass Defect Detection with Improved Data Augmentation under Total Reflection Lighting,2024,research,Applied Sciences,Pengfei Ding | Liangen Yang,10.3390/app14135658,,https://doi.org/10.3390/app14135658,processed,Mobile Phone Flat Glass Defect Dataset,,,YOLOv5_zc | YOLOv5 | Convolutional Block Attention Module | Poisson defect image augmentation | Total reflection grazing incidence combined lighting,Smartphone screen glass defect detection | Object detection,Glass inspection,mAP | Average precision | Precision | Recall | False acceptance rate | False rejection rate | Detection success rate,no,note body,,Papers/Research/2024 - Glass Defect Detection with Improved Data Augmentation under Total Reflection Lighting.md
sha256:89659bc837c6a2c7704efd7e0957879dc4bb82c823585ab46354621d94dd6942,High-Precision Defect Detection in Solar Cells Using YOLOv10 Deep Learning Model,2024,research,Solar,Lotfi Aktouf | Yathin Shivanna | Mahmoud Dhimish,10.3390/solar4040030,,https://doi.org/10.3390/solar4040030,processed,EL Solar Cells Dataset,,,YOLOv10,Solar cell defect detection,Solar cells and photovoltaic,mAP@0.50 | Precision | Recall | F1-score,no,none,,Papers/Research/2024 - High-Precision Defect Detection in Solar Cells Using YOLOv10 Deep Learning Model.md
sha256:dc214d9603ecc4514140d13546261951e7d2e0ca0bba191bb39dd33410316685,Industrial Product Surface Anomaly Detection with Realistic Synthetic Anomalies Based on Defect Map Prediction,2024,research,Sensors,Tao Peng | Yu Zheng | Lin Zhao | Enrang Zheng,10.3390/s24010264,,https://doi.org/10.3390/s24010264,processed,MVTec AD,MVTec AD,MVTec AD,Defect synthesis | Synthetic data generation | Data augmentation,Industrial anomaly detection | Defect segmentation,Multi-industry anomaly detection,AU-ROC | AU-PR,yes,structured metadata,other generative synthesis,Papers/Research/2024 - Industrial Product Surface Anomaly Detection with Realistic Synthetic Anomalies Based on Defect Map Prediction.md
doi:10.3390/s24186016,Latent Diffusion Models to Enhance the Performance of Visual Defect Segmentation Networks in Steel Surface Inspection,2024,research,Sensors,Jon Leinena | Fatima A. Saiz | Inigo Barandiaran,10.3390/s24186016,,https://doi.org/10.3390/s24186016,processed,NEU-SEG,NEU-SEG,NEU-SEG,LoRA-adapted diffusion augmentation | Diffusion models | Data augmentation,Defect segmentation,Metal inspection,mIoU,yes,structured metadata,diffusion-based generation,Papers/Research/2024 - Latent Diffusion Models to Enhance the Performance of Visual Defect Segmentation Networks in Steel Surface Inspection.md
doi:10.1109/access.2024.3407019,"LoHi-WELD: A Novel Industrial Dataset for Weld Defect Detection and Classification, a Deep Learning Study, and Future Perspectives",2024,dataset,IEEE Access,Sylvio B. Block | Ricardo D. da Silva | Andre E. Lazzaretti | Rodrigo Minetto,10.1109/ACCESS.2024.3407019,,https://doi.org/10.1109/ACCESS.2024.3407019,processed,LoHi-WELD,LoHi-WELD,LoHi-WELD,YOLOv7 | Deep convolutional neural network | Data augmentation,Weld defect detection | Defect classification | Defect detection,Metal inspection,Precision | Recall | F1-score | mAP@0.50,yes,note body,rule-based insertion,"Papers/Dataset/2024 - LoHi-WELD A Novel Industrial Dataset for Weld Defect Detection and Classification, a Deep Learning Study, and Future Perspectives.md"
doi:10.1109/tnnls.2023.3344118,MSFlow: Multiscale Flow-Based Framework for Unsupervised Anomaly Detection,2024,research,IEEE Transactions on Neural Networks and Learning Systems,Yixuan Zhou | Xing Xu | Jingkuan Song | Fumin Shen | Heng Tao Shen,10.1109/TNNLS.2023.3344118,,https://doi.org/10.1109/TNNLS.2023.3344118,processed,MVTec AD | Magnetic Tile Defects,Magnetic Tile Defects | MVTec AD,Magnetic Tile Defects | MVTec AD,MSFlow | Unsupervised anomaly detection | Unsupervised anomaly localization,Industrial anomaly detection | Defect segmentation,Multi-industry anomaly detection,AU-ROC | AU-PRO,no,none,,Papers/Research/2024 - MSFlow Multiscale Flow-Based Framework for Unsupervised Anomaly Detection.md
sha256:766f715c8dcd2b1981b7fd4577a6f228f3655cb09df5d15498cc7d327a657f6b,Multimodal Industrial Anomaly Detection by Crossmodal Feature Mapping,2024,research,CVPR 2024,Alex Costanzino | Pierluigi Zama Ramirez | Giuseppe Lisanti | Luigi Di Stefano,10.1109/CVPR52733.2024.01631,,https://doi.org/10.1109/CVPR52733.2024.01631,processed,MVTec3D,MVTec3D,MVTec3D,Crossmodal Feature Mapping | Unsupervised anomaly detection,Industrial anomaly detection | Defect segmentation,Multi-industry anomaly detection,AU-PRO | FPS,yes,note body,simulation,Papers/Research/2024 - Multimodal Industrial Anomaly Detection by Crossmodal Feature Mapping.md
doi:10.1049/ipr2.13073,NHD-YOLO: Improved YOLOv8 using optimized neck and head for product surface defect detection with data augmentation,2024,research,IET Image Processing,Faquan Chen | Hui Gao | Miaolei Deng | Xiaoya Yang | Dexian Zhang,10.1049/ipr2.13073,,https://doi.org/10.1049/ipr2.13073,processed,NEU-DET | PKU-Market-PCB,HRIPCB | NEU-DET,HRIPCB | NEU-DET,NHD-YOLO | YOLOv8 | Data augmentation | Synthetic data generation,Defect detection | Object detection,Metal inspection,Average precision | mAP@0.50 | mAP@0.75,yes,structured metadata,rule-based insertion,Papers/Research/2024 - NHD-YOLO Improved YOLOv8 Using Optimized Neck and Head.md
arxiv:2403.10369,Open Stamped Parts Dataset,2024,dataset,arXiv,Sarah Antiles | Sachin Talathi,,2403.10369,https://arxiv.org/abs/2403.10369,processed,Open Stamped Parts Dataset,Open Stamped Parts Dataset,Open Stamped Parts Dataset,YOLOv7 | Simulation-based data augmentation | Contrastive unpaired translation,Metallic surface defect detection | Defect segmentation,,Precision | Recall | Modified recall | Modified F0.9 score,yes,structured metadata,simulation,Papers/Dataset/2024 - Open Stamped Parts Dataset.md
doi:10.1109/icassp48485.2024.10446994,Patch-Wise Augmentation for Anomaly Detection and Localization,2024,research,ICASSP 2024,Yiwen Ding | Lei Fan | Maurice Pagnucco | Yang Song,10.1109/icassp48485.2024.10446994,,,processed,MVTec AD | BTAD,BTAD | MVTec AD,BTAD | MVTec AD,PatchAnomaly | Data augmentation | Defect synthesis,Industrial anomaly detection | Defect segmentation,Multi-industry anomaly detection,AU-ROC,yes,structured metadata,other generative synthesis,Papers/Research/2024 - Patch-Wise Augmentation for Anomaly Detection and Localization.md
doi:10.1007/s10845-023-02119-y,Process Monitoring and Machine Learning for Defect Detection in Laser-Based Metal Additive Manufacturing,2024,review,Journal of Intelligent Manufacturing,Herzog,10.1007/s10845-023-02119-y,,,processed,,,,Deep convolutional neural network,Additive manufacturing defect detection,Metal inspection | Smart manufacturing,,no,note body,,Papers/Review/2024 - Process Monitoring and Machine Learning for Defect Detection in Laser-Based Metal Additive Manufacturing.md
doi:10.1109/cvpr52733.2024.01594,PromptAD: Learning Prompts with Only Normal Samples for Few-Shot Anomaly Detection,2024,research,CVPR 2024,Xiaofan Li | Zhizhong Zhang | Xin Tan | Chengwei Chen | Yanyun Qu | Yuan Xie | Lizhuang Ma,10.1109/CVPR52733.2024.01594,,https://doi.org/10.1109/CVPR52733.2024.01594,processed,MVTec AD | VisA,MVTec AD | VisA,MVTec AD | VisA,PromptAD | Few-shot anomaly detection | Vision-language prompt learning,Industrial anomaly detection | Defect segmentation,Multi-industry anomaly detection,AU-ROC | Average precision,yes,note body,other generative synthesis,Papers/Research/2024 - PromptAD Learning Prompts with Only Normal Samples for Few-Shot Anomaly Detection.md
