node_id,node_type,title,aliases,status,year,paper_type,availability,paper_key,doi,url,source_note
Papers/Research/2024 - Deep Learning for Solar Panels Defect Classification Using Data Augmentation Strategies,Papers,Deep Learning for Solar Panels Defect Classification Using Data Augmentation Strategies,Deep Learning for Solar Panels Defect Classification Using Data Augmentation Strategies,processed,2024,research,,sha256:d7a56694798d4b80a791b0b2cf1cb5cb69597987614fb938d31958a9cf0b89c5,,,Papers/Research/2024 - Deep Learning for Solar Panels Defect Classification Using Data Augmentation Strategies.md
Papers/Research/2024 - Defect Detection in Automotive Glass Based on Modified YOLOv5,Papers,Defect detection in automotive glass based on modified YOLOv5 with multi-scale feature fusion and dual lightweight strategy,Modified YOLOv5 automotive glass defect detection,processed,2024,research,,doi:10.1007/s00371-023-03225-x,10.1007/s00371-023-03225-x,https://doi.org/10.1007/s00371-023-03225-x,Papers/Research/2024 - Defect Detection in Automotive Glass Based on Modified YOLOv5.md
Papers/Research/2024 - Defect detection in textile manufacturing Improving findings using YOLOv5 versions,Papers,Defect detection in textile manufacturing: Improving findings using YOLOv5 versions,Defect detection in textile manufacturing Improving findings using YOLOv5 versions,processed,2024,research,,sha256:ebeddf097d0c218a1d0d57c90e3c371791d4526a00bb11a31ca7c195bd46c037,,,Papers/Research/2024 - Defect detection in textile manufacturing Improving findings using YOLOv5 versions.md
Papers/Research/2024 - DiffDD A Surface Defect Detection Framework with Diffusion Probabilistic Model,Papers,DiffDD: A Surface Defect Detection Framework with Diffusion Probabilistic Model,DiffDD: A Surface Defect Detection Framework with Diffusion Probabilistic Model,processed,2024,research,,sha256:f2669f120eb2adc4368696ce7cf804db55c739797a8c688b8ae945e04bffac42,10.1016/j.aei.2024.102637,https://doi.org/10.1016/j.aei.2024.102637,Papers/Research/2024 - DiffDD A Surface Defect Detection Framework with Diffusion Probabilistic Model.md
Papers/Research/2024 - Dual-Modal Illumination System for Defect Detection of Aircraft Glass Canopies,Papers,Dual-Modal Illumination System for Defect Detection of Aircraft Glass Canopies,Dual-Modal Illumination System,processed,2024,research,,sha256:d679f1fb776c738a80641d578aa97bf43a6e89fa6d9aa1d256ab8be12720091f,10.3390/s24206717,https://doi.org/10.3390/s24206717,Papers/Research/2024 - Dual-Modal Illumination System for Defect Detection of Aircraft Glass Canopies.md
Papers/Research/2024 - Efficient and Accurate Semi-Supervised Semantic Segmentation for Industrial Surface Defects,Papers,Efficient and accurate semi-supervised semantic segmentation for industrial surface defects,Efficient and accurate semi-supervised semantic segmentation for industrial surface defects,processed,2024,research,,doi:10.1038/s41598-024-72579-6,10.1038/s41598-024-72579-6,https://doi.org/10.1038/s41598-024-72579-6,Papers/Research/2024 - Efficient and Accurate Semi-Supervised Semantic Segmentation for Industrial Surface Defects.md
Papers/Research/2024 - Enhanced Photovoltaic Panel Defect Detection via Adaptive Complementary Fusion in YOLO-ACF,Papers,Enhanced Photovoltaic Panel Defect Detection via Adaptive Complementary Fusion in YOLO-ACF,YOLO-ACF | Enhanced Photovoltaic Panel Defect Detection via Adaptive Complementary Fusion in YOLO-ACF,processed,2024,research,,doi:10.1038/s41598-024-75772-9,10.1038/s41598-024-75772-9,https://doi.org/10.1038/s41598-024-75772-9,Papers/Research/2024 - Enhanced Photovoltaic Panel Defect Detection via Adaptive Complementary Fusion in YOLO-ACF.md
Papers/Research/2024 - Feature Optimization-Guided High-Precision and Real-Time Metal Surface Defect Detection Network,Papers,Feature optimization-guided high-precision and real-time metal surface defect detection network,FOHR Net | Feature optimization-guided high-precision and real-time metal surface defect detection network,processed,2024,research,,doi:10.1038/s41598-024-83430-3,10.1038/s41598-024-83430-3,https://doi.org/10.1038/s41598-024-83430-3,Papers/Research/2024 - Feature Optimization-Guided High-Precision and Real-Time Metal Surface Defect Detection Network.md
Papers/Research/2024 - FEGAN A Feature Extraction Based Approach for GAN Anomaly Detection and Localization,Papers,FEGAN: A Feature Extraction Based Approach For GAN Anomaly Detection And Localization,FEGAN | FEGAN: A Feature Extraction Based Approach For GAN Anomaly Detection And Localization,processed,2024,research,,doi:10.1109/access.2024.3406438,10.1109/access.2024.3406438,https://doi.org/10.1109/access.2024.3406438,Papers/Research/2024 - FEGAN A Feature Extraction Based Approach for GAN Anomaly Detection and Localization.md
Papers/Research/2024 - Glass Defect Detection with Improved Data Augmentation under Total Reflection Lighting,Papers,Glass Defect Detection with Improved Data Augmentation under Total Reflection Lighting,Glass Defect Detection with Improved Data Augmentation,processed,2024,research,,sha256:783f4ef49bd0a25bcc1b8f1a20fbe0a93f0a00852f845ede9a0a4dde48da9458,10.3390/app14135658,https://doi.org/10.3390/app14135658,Papers/Research/2024 - Glass Defect Detection with Improved Data Augmentation under Total Reflection Lighting.md
Papers/Research/2024 - High-Precision Defect Detection in Solar Cells Using YOLOv10 Deep Learning Model,Papers,High-Precision Defect Detection in Solar Cells Using YOLOv10 Deep Learning Model,High-Precision Defect Detection in Solar Cells Using YOLOv10 Deep Learning Model,processed,2024,research,,sha256:89659bc837c6a2c7704efd7e0957879dc4bb82c823585ab46354621d94dd6942,10.3390/solar4040030,https://doi.org/10.3390/solar4040030,Papers/Research/2024 - High-Precision Defect Detection in Solar Cells Using YOLOv10 Deep Learning Model.md
Papers/Research/2024 - Improved Hybrid Solar Cell Defect Detection Using GANs and Weighted Classification,Papers,An improved hybrid solar cell defect detection approach using Generative Adversarial Networks and weighted classification,Improved hybrid solar cell defect detection using GANs and weighted classification,processed,2024,research,,sha256:1d5ef170337099eff96c54785c1c7d05de186a4b376da538ae6c4545fde2606e,10.1016/j.eswa.2024.124230,https://doi.org/10.1016/j.eswa.2024.124230,Papers/Research/2024 - Improved Hybrid Solar Cell Defect Detection Using GANs and Weighted Classification.md
Papers/Research/2024 - Industrial Product Surface Anomaly Detection with Realistic Synthetic Anomalies Based on Defect Map Prediction,Papers,Industrial Product Surface Anomaly Detection with Realistic Synthetic Anomalies Based on Defect Map Prediction,Industrial Product Surface Anomaly Detection with Realistic Synthetic Anomalies Based on Defect Map Prediction,processed,2024,research,,sha256:dc214d9603ecc4514140d13546261951e7d2e0ca0bba191bb39dd33410316685,10.3390/s24010264,https://doi.org/10.3390/s24010264,Papers/Research/2024 - Industrial Product Surface Anomaly Detection with Realistic Synthetic Anomalies Based on Defect Map Prediction.md
Papers/Research/2024 - Latent Diffusion Models to Enhance the Performance of Visual Defect Segmentation Networks in Steel Surface Inspection,Papers,Latent Diffusion Models to Enhance the Performance of Visual Defect Segmentation Networks in Steel Surface Inspection,,processed,2024,research,,doi:10.3390/s24186016,10.3390/s24186016,https://doi.org/10.3390/s24186016,Papers/Research/2024 - Latent Diffusion Models to Enhance the Performance of Visual Defect Segmentation Networks in Steel Surface Inspection.md
Papers/Research/2024 - MSFlow Multiscale Flow-Based Framework for Unsupervised Anomaly Detection,Papers,MSFlow: Multiscale Flow-Based Framework for Unsupervised Anomaly Detection,MSFlow,processed,2024,research,,doi:10.1109/tnnls.2023.3344118,10.1109/TNNLS.2023.3344118,https://doi.org/10.1109/TNNLS.2023.3344118,Papers/Research/2024 - MSFlow Multiscale Flow-Based Framework for Unsupervised Anomaly Detection.md
Papers/Research/2024 - Multimodal Industrial Anomaly Detection by Crossmodal Feature Mapping,Papers,Multimodal Industrial Anomaly Detection by Crossmodal Feature Mapping,Crossmodal Feature Mapping,processed,2024,research,,sha256:766f715c8dcd2b1981b7fd4577a6f228f3655cb09df5d15498cc7d327a657f6b,10.1109/CVPR52733.2024.01631,https://doi.org/10.1109/CVPR52733.2024.01631,Papers/Research/2024 - Multimodal Industrial Anomaly Detection by Crossmodal Feature Mapping.md
Papers/Research/2024 - NHD-YOLO Improved YOLOv8 Using Optimized Neck and Head,Papers,NHD-YOLO: Improved YOLOv8 using optimized neck and head for product surface defect detection with data augmentation,NHD-YOLO,processed,2024,research,,doi:10.1049/ipr2.13073,10.1049/ipr2.13073,https://doi.org/10.1049/ipr2.13073,Papers/Research/2024 - NHD-YOLO Improved YOLOv8 Using Optimized Neck and Head.md
Papers/Research/2024 - Patch-Wise Augmentation for Anomaly Detection and Localization,Papers,Patch-Wise Augmentation for Anomaly Detection and Localization,Patch-Wise Augmentation for Anomaly Detection and Localization,processed,2024,research,,doi:10.1109/icassp48485.2024.10446994,10.1109/icassp48485.2024.10446994,,Papers/Research/2024 - Patch-Wise Augmentation for Anomaly Detection and Localization.md
Papers/Research/2024 - PromptAD Learning Prompts with Only Normal Samples for Few-Shot Anomaly Detection,Papers,PromptAD: Learning Prompts with Only Normal Samples for Few-Shot Anomaly Detection,PromptAD,processed,2024,research,,doi:10.1109/cvpr52733.2024.01594,10.1109/CVPR52733.2024.01594,https://doi.org/10.1109/CVPR52733.2024.01594,Papers/Research/2024 - PromptAD Learning Prompts with Only Normal Samples for Few-Shot Anomaly Detection.md
Papers/Research/2024 - RealNet A Feature Selection Network with Realistic Synthetic Anomaly for Anomaly Detection,Papers,RealNet: A Feature Selection Network with Realistic Synthetic Anomaly for Anomaly Detection,RealNet: A Feature Selection Network with Realistic Synthetic Anomaly for Anomaly Detection,processed,2024,research,,arxiv:2403.05897,,,Papers/Research/2024 - RealNet A Feature Selection Network with Realistic Synthetic Anomaly for Anomaly Detection.md
Papers/Research/2024 - Resilient Machine Learning for Steel Surface Defect Detection Based on Lightweight Convolution,Papers,Resilient machine learning for steel surface defect detection based on lightweight convolution,Resilient machine learning for steel surface defect detection based on lightweight convolution,processed,2024,research,,doi:10.1007/s00170-024-14403-z,10.1007/s00170-024-14403-z,https://doi.org/10.1007/s00170-024-14403-z,Papers/Research/2024 - Resilient Machine Learning for Steel Surface Defect Detection Based on Lightweight Convolution.md
Papers/Research/2024 - Scarcity-GAN Scarce Data Augmentation for Defect Detection via Generative Adversarial Nets,Papers,Scarcity-GAN: Scarce Data Augmentation for Defect Detection via Generative Adversarial Nets,Scarcity-GAN: Scarce Data Augmentation for Defect Detection via Generative Adversarial Nets,processed,2024,research,,sha256:174ded8816c007830ea9be967a5fc818b3b3297924016d15342ee787ce82ce5a,10.1016/j.neucom.2023.127061,,Papers/Research/2024 - Scarcity-GAN Scarce Data Augmentation for Defect Detection via Generative Adversarial Nets.md
Papers/Research/2024 - Surface Defect Detection of Hot Rolled Steel Based on Multi-Scale Feature Fusion and Attention Mechanism Residual Block,Papers,Surface Defect Detection of Hot Rolled Steel Based on Multi-Scale Feature Fusion and Attention Mechanism Residual Block,Improved YOLOv5s with MSF and CRA block,processed,2024,research,,doi:10.1038/s41598-024-57990-3)/author(hongkai,10.1038/s41598-024-57990-3,https://doi.org/10.1038/s41598-024-57990-3,Papers/Research/2024 - Surface Defect Detection of Hot Rolled Steel Based on Multi-Scale Feature Fusion and Attention Mechanism Residual Block.md
Papers/Research/2024 - Surface Defect Detection of Strip Steel Based on GT-CutMix Augmentation Algorithm and Improved DSSD Model,Papers,Surface Defect Detection of Strip Steel Based on GT-CutMix Augmentation Algorithm and Improved DSSD Model,,processed,2024,research,,doi:10.1088/1361-6501/ad5b7c,10.1088/1361-6501/ad5b7c,https://doi.org/10.1088/1361-6501/ad5b7c,Papers/Research/2024 - Surface Defect Detection of Strip Steel Based on GT-CutMix Augmentation Algorithm and Improved DSSD Model.md
Papers/Research/2024 - Wafer Map Defect Classification Using Autoencoder-Based Data Augmentation and Convolutional Neural Network,Papers,Wafer Map Defect Classification Using Autoencoder-Based Data Augmentation and Convolutional Neural Network,Wafer Map Defect Classification Using Autoencoder-Based Data Augmentation and Convolutional Neural Network,processed,2024,research,,arxiv:2411.11029,,https://arxiv.org/abs/2411.11029,Papers/Research/2024 - Wafer Map Defect Classification Using Autoencoder-Based Data Augmentation and Convolutional Neural Network.md
Papers/Research/2025 - A Framework for Detecting Unknown Defect Patterns on Wafer Bin Maps Using Active Learning,Papers,A Framework for Detecting Unknown Defect Patterns on Wafer Bin Maps Using Active Learning,A Framework for Detecting Unknown Defect Patterns on Wafer Bin Maps Using Active Learning,processed,2025,research,,sha256:5cc0a2064e59e599d27b39d848d0aac34e7f85c2fb70a3bb552a0a71a95b62e5,,,Papers/Research/2025 - A Framework for Detecting Unknown Defect Patterns on Wafer Bin Maps Using Active Learning.md
Papers/Research/2025 - A High-Quality Sample Generation Method via Cross-Scale Diffusion for Steel Defect Detection,Papers,A High-Quality Sample Generation Method via Cross-Scale Diffusion for Steel Defect Detection,,processed,2025,research,,doi:10.1109/ijcnn64981.2025.11228398,10.1109/ijcnn64981.2025.11228398,https://doi.org/10.1109/ijcnn64981.2025.11228398,Papers/Research/2025 - A High-Quality Sample Generation Method via Cross-Scale Diffusion for Steel Defect Detection.md
Papers/Research/2025 - Accurate Industrial Anomaly Detection with Efficient Multimodal Fusion,Papers,Accurate industrial anomaly detection with efficient multimodal fusion,Accurate industrial anomaly detection with efficient multimodal fusion,processed,2025,research,,sha256:a76bb886db3f736d8103741a70ca452a56a538f66d6ecede310c80e809d4dc2f,10.1016/j.array.2025.100512,https://doi.org/10.1016/j.array.2025.100512,Papers/Research/2025 - Accurate Industrial Anomaly Detection with Efficient Multimodal Fusion.md
Papers/Research/2025 - Advanced deep learning modeling to enhance detection of defective photovoltaic cells in electroluminescence images,Papers,Advanced deep learning modeling to enhance detection of defective photovoltaic cells in electroluminescence images,Advanced deep learning modeling to enhance detection of defective photovoltaic cells in electroluminescence images,processed,2025,research,,doi:10.1038/s41598-025-14478-y,10.1038/s41598-025-14478-y,https://doi.org/10.1038/s41598-025-14478-y,Papers/Research/2025 - Advanced deep learning modeling to enhance detection of defective photovoltaic cells in electroluminescence images.md
Papers/Research/2025 - Advanced Photovoltaic Module Characterization Using Image Transformers for Current-Voltage Curve Prediction From Electroluminescence Images,Papers,Advanced Photovoltaic Module Characterization: Using Image Transformers for Current-Voltage Curve Prediction From Electroluminescence Images,Advanced Photovoltaic Module Characterization,processed,2025,research,,doi:10.1109/jphotov.2025.3562931,10.1109/JPHOTOV.2025.3562931,https://doi.org/10.1109/JPHOTOV.2025.3562931,Papers/Research/2025 - Advanced Photovoltaic Module Characterization Using Image Transformers for Current-Voltage Curve Prediction From Electroluminescence Images.md
Papers/Research/2025 - AI-driven fabric classification,Papers,AI-driven fabric classification: real-time implementation for sustainable textile practices in industry 5.0,AI-driven fabric classification | PSRT50 fabric classification,processed,2025,research,,doi:10.1088/2053-1591/add98f,10.1088/2053-1591/add98f,https://doi.org/10.1088/2053-1591/add98f,Papers/Research/2025 - AI-driven fabric classification.md
Papers/Research/2025 - AnomalyControl Learning Cross-Modal Semantic Features for Controllable Anomaly Synthesis,Papers,AnomalyControl: Learning Cross-modal Semantic Features for Controllable Anomaly Synthesis,AnomalyControl: Learning Cross-modal Semantic Features for Controllable Anomaly Synthesis,processed,2025,research,,doi:10.48550/arxiv.2412.06510,10.48550/arxiv.2412.06510,,Papers/Research/2025 - AnomalyControl Learning Cross-Modal Semantic Features for Controllable Anomaly Synthesis.md
Papers/Research/2025 - Blind super-resolution network based on local fuzzy discriminative loss for fabric data augmentation,Papers,Blind super-resolution network based on local fuzzy discriminative loss for fabric data augmentation,Blind super-resolution network based on local fuzzy discriminative loss for fabric data augmentation,processed,2025,research,,doi:10.1177/15589250241313158,10.1177/15589250241313158,https://doi.org/10.1177/15589250241313158,Papers/Research/2025 - Blind super-resolution network based on local fuzzy discriminative loss for fabric data augmentation.md
Papers/Research/2025 - Comparative Deep Learning for RGB-Based PV Surface Fault Classification Using ResNet50 and EfficientNetB0,Papers,Comparative Deep Learning for RGB-Based PV Surface Fault Classification Using ResNet50 and EfficientNetB0 with Real-Time Deployment,Comparative Deep Learning for RGB-Based PV Surface Fault Classification Using ResNet50 and EfficientNetB0,processed,2025,research,,doi:10.37391/ijeer.130411,10.37391/ijeer.130411,https://ijeer.forexjournal.co.in/archive/volume-13/ijeer-130411.html,Papers/Research/2025 - Comparative Deep Learning for RGB-Based PV Surface Fault Classification Using ResNet50 and EfficientNetB0.md
Papers/Research/2025 - Comparison of ML classifiers in automatic diagnostics of PV panels using deep image features,Papers,Comparison of ML classifiers in automatic diagnostics of PV panels using deep image features,Comparison of ML classifiers in automatic diagnostics of PV panels,processed,2025,research,,sha256:db962ff1b9e352c5568ab951a19ab0605ee603fbebedfb4d16cbe78d4c2cc3cb,10.15199/48.2025.10.25,https://doi.org/10.15199/48.2025.10.25,Papers/Research/2025 - Comparison of ML classifiers in automatic diagnostics of PV panels using deep image features.md
Papers/Research/2025 - Dual-Interrelated Diffusion Model for Few-Shot Anomaly Image Generation,Papers,Dual-Interrelated Diffusion Model for Few-Shot Anomaly Image Generation,Dual-Interrelated Diffusion Model for Few-Shot Anomaly Image Generation,processed,2025,research,,arxiv:2408.13509,,,Papers/Research/2025 - Dual-Interrelated Diffusion Model for Few-Shot Anomaly Image Generation.md
Papers/Research/2025 - Enhancing Glass Defect Detection with Diffusion Models,Papers,Enhancing Glass Defect Detection with Diffusion Models: Addressing Imbalanced Datasets in Manufacturing Quality Control,Enhancing Glass Defect Detection with Diffusion Models | arXiv:2505.03134,processed,2025,research,,sha256:d6aff6091e2ef30611645407bc73b0be9ea5c6cb3f0848f6c23d2bbcf960990d,10.59543/comdem.v2i.14391,https://doi.org/10.59543/comdem.v2i.14391,Papers/Research/2025 - Enhancing Glass Defect Detection with Diffusion Models.md
Papers/Research/2025 - Free Lunch of Image-mask Alignment for Anomaly Image Generation and Segmentation,Papers,Free Lunch of Image-mask Alignment for Anomaly Image Generation and Segmentation,Free Lunch of Image-mask Alignment for Anomaly Image Generation and Segmentation,processed,2025,research,,sha256:46aff253929882b434092f09c20ab59c73f732ae728c3230cd9fb86841d2eaa2,,,Papers/Research/2025 - Free Lunch of Image-mask Alignment for Anomaly Image Generation and Segmentation.md
Papers/Research/2025 - Industrial Image Anomaly Detection via Synthetic-Anomaly Contrastive Distillation,Papers,Industrial Image Anomaly Detection via Synthetic-Anomaly Contrastive Distillation,Industrial Image Anomaly Detection via Synthetic-Anomaly Contrastive Distillation | SACD,processed,2025,research,,sha256:5e1a13b560b2ef7395ad4a7a37d67e4a81bd73a9b94dc27a00d290e0e6406161,10.3390/s25123721,https://doi.org/10.3390/s25123721,Papers/Research/2025 - Industrial Image Anomaly Detection via Synthetic-Anomaly Contrastive Distillation.md
Papers/Research/2025 - Lightweight Multiscale Feature Fusion Network for Solar Cell Defect Detection,Papers,A Lightweight Multiscale Feature Fusion Network for Solar Cell Defect Detection,LMFF for Solar Cell Defect Detection,processed,2025,research,,doi:10.32604/cmc.2024.058063,10.32604/cmc.2024.058063,https://doi.org/10.32604/cmc.2024.058063,Papers/Research/2025 - Lightweight Multiscale Feature Fusion Network for Solar Cell Defect Detection.md
Papers/Research/2025 - Progressive Boundary Guided Anomaly Synthesis for Industrial Anomaly Detection,Papers,Progressive Boundary Guided Anomaly Synthesis for Industrial Anomaly Detection,Progressive Boundary Guided Anomaly Synthesis for Industrial Anomaly Detection,processed,2025,research,,doi:10.1109/tcsvt.2024.3479887,10.1109/tcsvt.2024.3479887,,Papers/Research/2025 - Progressive Boundary Guided Anomaly Synthesis for Industrial Anomaly Detection.md
Papers/Research/2025 - Sample-Imbalanced Wafer Map Defects Classification Based on Jacobian Regularized Generative Adversarial Network,Papers,Sample-Imbalanced Wafer Map Defects Classification Based on Jacobian Regularized Generative Adversarial Network,Sample-Imbalanced Wafer Map Defects Classification Based on Jacobian Regularized Generative Adversarial Network | JRGAN wafer map defects,processed,2025,research,,doi:10.1088/1361-6501/adb327,10.1088/1361-6501/adb327,https://doi.org/10.1088/1361-6501/adb327,Papers/Research/2025 - Sample-Imbalanced Wafer Map Defects Classification Based on Jacobian Regularized Generative Adversarial Network.md
Papers/Research/2025 - SeaS Few-Shot Industrial Anomaly Image Generation with Separation and Sharing Fine-Tuning,Papers,SeaS: Few-Shot Industrial Anomaly Image Generation with Separation and Sharing Fine-Tuning,SeaS | SeaS: Few-Shot Industrial Anomaly Image Generation with Separation and Sharing Fine-Tuning,processed,2025,research,,doi:10.48550/arxiv.2410.14987,10.48550/arxiv.2410.14987,https://arxiv.org/abs/2410.14987,Papers/Research/2025 - SeaS Few-Shot Industrial Anomaly Image Generation with Separation and Sharing Fine-Tuning.md
Papers/Research/2025 - Segmentation-Enhanced Overlapped Defect Identification for Multipatterns Wafer Maps,Papers,Segmentation-Enhanced Overlapped Defect Identification for Multipatterns Wafer Maps,SEODI,processed,2025,research,,doi:10.1109/tim.2025.3565049,10.1109/TIM.2025.3565049,https://doi.org/10.1109/TIM.2025.3565049,Papers/Research/2025 - Segmentation-Enhanced Overlapped Defect Identification for Multipatterns Wafer Maps.md
Papers/Research/2025 - Self-Supervised Image Anomaly Detection Through Diverse Pseudo Anomaly Insertion,Papers,Self-Supervised Image Anomaly Detection Through Diverse Pseudo Anomaly Insertion,Self-Supervised Image Anomaly Detection Through Diverse Pseudo Anomaly Insertion,processed,2025,research,,doi:10.1109/access.2025.3580864,10.1109/access.2025.3580864,https://doi.org/10.1109/ACCESS.2025.3580864,Papers/Research/2025 - Self-Supervised Image Anomaly Detection Through Diverse Pseudo Anomaly Insertion.md
Papers/Research/2025 - Simulation of semiconductor wafer dicing induced faults on chips,Papers,Simulation of semiconductor wafer dicing induced faults on chips and their application as augmentation method for a deep learning based visual inspection system,Simulation of semiconductor wafer dicing induced faults on chips,processed,2025,research,,doi:10.1007/s10845-024-02559-0,10.1007/s10845-024-02559-0,https://doi.org/10.1007/s10845-024-02559-0,Papers/Research/2025 - Simulation of semiconductor wafer dicing induced faults on chips.md
Papers/Research/2025 - Smartphone Screen Surface Defect Detection Using Dynamic Large Separable Kernel Attention,Papers,Smartphone Screen Surface Defect Detection Using Dynamic Large Separable Kernel Attention and Multi-Scale Feature Bi-Directional Path Aggregation Network,DY-YOLO smartphone screen surface defect detection,processed,2025,research,,doi:10.1038/s41598-025-24225-y,10.1038/s41598-025-24225-y,https://doi.org/10.1038/s41598-025-24225-y,Papers/Research/2025 - Smartphone Screen Surface Defect Detection Using Dynamic Large Separable Kernel Attention.md
Papers/Research/2025 - Synthetic Dataset for AI-Driven Photovoltaic Fault and Damage Detection via UAV Thermal Imaging,Papers,Synthetic Dataset for AI-Driven Photovoltaic Fault and Damage Detection via UAV Thermal Imaging,,processed,2025,research,,doi:10.1109/eeae65901.2025.11273362,10.1109/EEAE65901.2025.11273362,https://doi.org/10.1109/EEAE65901.2025.11273362,Papers/Research/2025 - Synthetic Dataset for AI-Driven Photovoltaic Fault and Damage Detection via UAV Thermal Imaging.md
Papers/Research/2025 - ToCoAD Two-Stage Contrastive Learning for Industrial Anomaly Detection,Papers,ToCoAD: Two-Stage Contrastive Learning for Industrial Anomaly Detection,ToCoAD: Two-Stage Contrastive Learning for Industrial Anomaly Detection | ToCoAD,processed,2025,research,,doi:10.1109/tim.2025.3545987,10.1109/tim.2025.3545987,https://doi.org/10.1109/TIM.2025.3545987,Papers/Research/2025 - ToCoAD Two-Stage Contrastive Learning for Industrial Anomaly Detection.md
Papers/Research/2025 - Wafer Map Defect Classification Using Deep Learning Framework with Data Augmentation on Imbalance Datasets,Papers,Wafer Map Defect Classification Using Deep Learning Framework with Data Augmentation on Imbalance Datasets,G2LGAN wafer map classification,processed,2025,research,,doi:10.1186/s13640-025-00666-3)/author(tsung-han,10.1186/s13640-025-00666-3,https://doi.org/10.1186/s13640-025-00666-3,Papers/Research/2025 - Wafer Map Defect Classification Using Deep Learning Framework with Data Augmentation on Imbalance Datasets.md
Papers/Research/2025 - You Only Look Once-Aluminum,Papers,You Only Look Once-Aluminum,YOLO-AL | You Only Look Once-Aluminum: A Detection Model for Complex Aluminum Surface Defects Based on Improved YOLOv8,processed,2025,research,,sha256:742296c7dd255ab8b2561ea1cc762eb23947ea09ac99623c87ac7adeed8940a1,10.3390/sym17050724,https://doi.org/10.3390/sym17050724,Papers/Research/2025 - You Only Look Once-Aluminum.md
Papers/Research/2026 - Diagnosing Shortcut Learning in CNN-Based Photovoltaic Fault Recognition from RGB Images,Papers,Diagnosing Shortcut Learning in CNN-Based Photovoltaic Fault Recognition from RGB Images: A Multi-Method Explainability Audit,Diagnosing Shortcut Learning in CNN-Based Photovoltaic Fault Recognition,processed,2026,research,,doi:10.3390/ai7030094,10.3390/ai7030094,https://doi.org/10.3390/ai7030094,Papers/Research/2026 - Diagnosing Shortcut Learning in CNN-Based Photovoltaic Fault Recognition from RGB Images.md
Papers/Research/2026 - Few-Shot Synthetic Data Generation with Diffusion Models for Downstream Vision Tasks,Papers,Few-Shot Synthetic Data Generation with Diffusion Models for Downstream Vision Tasks,,processed,2026,research,,doi:10.48550/arxiv.2605.11898,10.48550/arxiv.2605.11898,https://arxiv.org/abs/2605.11898,Papers/Research/2026 - Few-Shot Synthetic Data Generation with Diffusion Models for Downstream Vision Tasks.md
Papers/Research/2026 - GiPL Generative augmented iterative Pseudo-Labeling for Cross-Domain Few-Shot Object Detection,Papers,GiPL: Generative augmented iterative Pseudo-Labeling for Cross-Domain Few-Shot Object Detection,GiPL | GiPL-Grounding,processed,2026,research,,doi:10.48550/arxiv.2605.29539,10.48550/arxiv.2605.29539,https://arxiv.org/abs/2605.29539,Papers/Research/2026 - GiPL Generative augmented iterative Pseudo-Labeling for Cross-Domain Few-Shot Object Detection.md
Papers/Research/2026 - IncepViTH-Net for Solar Panel Fault Detection and Classification,Papers,A Deep Learning Model with Inception Vision Transformer and Harmonic Fusion Network for Solar Panel Fault Detection and Classification,IncepViTH-Net for Solar Panel Fault Detection,processed,2026,research,,doi:10.1016/j.compeleceng.2025.110819,10.1016/j.compeleceng.2025.110819,https://doi.org/10.1016/j.compeleceng.2025.110819,Papers/Research/2026 - IncepViTH-Net for Solar Panel Fault Detection and Classification.md
Papers/Research/2026 - Texture Conditioned GAN Based Self Supervised Framework for Fabric Defect Detection,Papers,Texture Conditioned GAN Based Self Supervised Framework for Fabric Defect Detection,Texture conditioned GAN based self supervised framework for fabric defect detection | STDAN fabric defect detection,processed,2026,research,,doi:10.1038/s41598-026-51763-w,10.1038/s41598-026-51763-w,https://doi.org/10.1038/s41598-026-51763-w,Papers/Research/2026 - Texture Conditioned GAN Based Self Supervised Framework for Fabric Defect Detection.md
Papers/Research/2026 - Thermal Imaging for Sealing Defect Detection in Pharmaceutical Bags Using a Temporal Fusion Network,Papers,Thermal Imaging for Sealing Defect Detection in Pharmaceutical Bags Using a Temporal Fusion Network,TMFFNet pharmaceutical bag sealing defect detection,processed,2026,research,,doi:10.1371/journal.pone.0343395,10.1371/journal.pone.0343395,https://doi.org/10.1371/journal.pone.0343395,Papers/Research/2026 - Thermal Imaging for Sealing Defect Detection in Pharmaceutical Bags Using a Temporal Fusion Network.md
Papers/Review/2021 - Fabric Defect Detection in Textile Manufacturing A Survey of the State of the Art,Papers,Fabric Defect Detection in Textile Manufacturing: A Survey of the State of the Art,Fabric Defect Detection in Textile Manufacturing A Survey of the State of the Art,processed,2021,review,,doi:10.1155/2021/9948808,10.1155/2021/9948808,https://doi.org/10.1155/2021/9948808,Papers/Review/2021 - Fabric Defect Detection in Textile Manufacturing A Survey of the State of the Art.md
Papers/Review/2022 - A Survey of Defect Detection Applications Based on Generative Adversarial Networks,Papers,A Survey of Defect Detection Applications Based on Generative Adversarial Networks,A Survey of Defect Detection Applications Based on GAN,processed,2022,review,,doi:10.1109/access.2022.3217227,10.1109/access.2022.3217227,https://doi.org/10.1109/ACCESS.2022.3217227,Papers/Review/2022 - A Survey of Defect Detection Applications Based on Generative Adversarial Networks.md
